dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty
1928-09-01,12.03,0.235,17.980999999999998,0.223,6.02,0.237
1928-10-01,9.486,0.193,15.387,0.19,3.549,0.214
1928-11-01,6.336,0.231,11.933,0.177,0.629,0.241
1928-12-01,3.873,0.222,9.186,0.26,-1.751,0.257
1929-01-01,2.0540000000000003,0.289,7.479999999999999,0.298,-3.66,0.272
1929-02-01,2.172,0.229,7.837999999999999,0.219,-3.883,0.274
1929-03-01,5.099,0.191,10.982,0.229,-1.131,0.289
1929-04-01,8.094,0.265,14.08,0.292,1.842,0.281
1929-05-01,10.915,0.294,16.906000000000002,0.258,4.784000000000002,0.334
1929-06-01,12.928,0.232,18.65,0.26,6.908,0.291
1929-07-01,13.957,0.314,19.652,0.314,8.012,0.318
1929-08-01,13.68,0.33,19.548,0.301,7.696999999999999,0.328
1929-09-01,11.807,0.255,17.598000000000006,0.199,5.926,0.238
1929-10-01,9.46,0.195,15.217,0.182,3.686,0.226
1929-11-01,6.172000000000001,0.207,11.757,0.175,0.377,0.213
1929-12-01,2.571,0.22,7.769,0.222,-2.9450000000000003,0.242
1930-01-01,2.401,0.226,7.669999999999999,0.216,-3.169,0.343
1930-02-01,3.152,0.236,8.9,0.252,-2.8520000000000003,0.252
1930-03-01,5.483,0.191,11.539,0.273,-0.5710000000000001,0.209
1930-04-01,8.181999999999999,0.242,14.017,0.254,2.072,0.271
1930-05-01,11.105,0.292,16.87,0.272,5.016,0.314
1930-06-01,13.347,0.231,19.071,0.264,7.295,0.309
1930-07-01,14.465,0.301,20.252,0.267,8.415,0.287
1930-08-01,13.928,0.327,19.803,0.291,7.995999999999999,0.304
1930-09-01,11.874,0.247,17.754,0.204,5.935,0.237
1930-10-01,9.261,0.187,14.941,0.205,3.587,0.25
1930-11-01,6.574,0.202,12.032,0.186,0.8919999999999999,0.213
1930-12-01,3.831,0.194,9.066,0.239,-1.736,0.243
1931-01-01,2.761,0.225,8.059,0.339,-2.897,0.252
1931-02-01,2.708,0.224,8.218,0.233,-3.123,0.245
1931-03-01,5.22,0.186,11.194,0.148,-1.006,0.244
1931-04-01,8.163,0.234,14.079,0.228,2.025,0.29
1931-05-01,11.02,0.281,16.805,0.266,4.9510000000000005,0.327
1931-06-01,13.573,0.24,19.419,0.222,7.489000000000001,0.256
1931-07-01,14.576,0.302,20.399,0.275,8.665,0.328
1931-08-01,14.12,0.33,19.961,0.289,8.189,0.331
1931-09-01,12.283,0.25,18.078000000000007,0.203,6.485,0.241
1931-10-01,9.937,0.197,15.718,0.1669999999999999,4.073,0.245
1931-11-01,6.242999999999999,0.198,11.63,0.189,0.5449999999999999,0.267
1931-12-01,4.027,0.186,9.477,0.183,-1.5730000000000002,0.26
1932-01-01,3.604,0.223,9.159,0.254,-2.0540000000000003,0.284
1932-02-01,2.989,0.221,8.797,0.216,-3.2300000000000004,0.206
1932-03-01,4.94,0.204,10.934,0.1689999999999999,-1.164,0.237
1932-04-01,8.769,0.263,14.644,0.223,2.599,0.271
1932-05-01,11.239,0.3,16.865000000000002,0.253,5.2250000000000005,0.338
1932-06-01,13.383,0.257,19.114,0.219,7.257999999999999,0.251
1932-07-01,14.372,0.306,20.093,0.286,8.416,0.339
1932-08-01,13.74,0.331,19.5,0.277,7.916999999999999,0.331
1932-09-01,12.31,0.268,18.216,0.213,6.34,0.226
1932-10-01,9.682,0.232,15.424,0.16,3.9,0.243
1932-11-01,5.908,0.186,11.550999999999998,0.204,0.014,0.278
1932-12-01,3.527,0.196,8.888,0.215,-2.071,0.271
1933-01-01,2.169,0.226,7.379,0.207,-3.4530000000000003,0.277
1933-02-01,2.657,0.21,8.350999999999999,0.305,-3.318,0.299
1933-03-01,4.869,0.185,10.774,0.192,-1.27,0.307
1933-04-01,8.125,0.272,14.046,0.263,2.003,0.286
1933-05-01,11.047,0.288,16.845000000000002,0.267,4.988,0.297
1933-06-01,13.11,0.241,19.036,0.25,7.001,0.313
1933-07-01,14.236,0.3,20.037,0.282,8.295,0.291
1933-08-01,13.76,0.321,19.635,0.296,7.858,0.321
1933-09-01,11.854,0.244,17.631,0.202,6.055,0.259
1933-10-01,9.238,0.232,15.172,0.17,3.374,0.247
1933-11-01,5.89,0.201,11.578,0.227,0.0929999999999999,0.248
1933-12-01,3.104,0.192,8.456,0.23,-2.533,0.23
1934-01-01,2.476,0.231,7.994999999999999,0.219,-3.131,0.272
1934-02-01,3.699,0.251,9.504,0.237,-2.1910000000000003,0.356
1934-03-01,4.8180000000000005,0.201,10.835,0.193,-1.382,0.223
1934-04-01,8.016,0.259,13.996,0.24,1.853,0.294
1934-05-01,11.478,0.276,17.533,0.273,5.260000000000002,0.307
1934-06-01,13.402,0.24,19.183,0.25,7.4220000000000015,0.274
1934-07-01,14.343,0.296,20.14,0.288,8.472000000000001,0.317
1934-08-01,13.778,0.322,19.534,0.289,8.01,0.337
1934-09-01,11.727,0.238,17.505000000000006,0.221,5.899,0.261
1934-10-01,9.421,0.192,15.371,0.181,3.629,0.213
1934-11-01,6.397,0.182,11.736,0.179,0.978,0.235
1934-12-01,3.985,0.193,9.279,0.239,-1.62,0.221
1935-01-01,2.1750000000000003,0.204,7.736999999999999,0.22,-3.618,0.25
1935-02-01,4.125,0.217,9.944,0.213,-1.717,0.245
1935-03-01,5.399,0.187,11.343,0.203,-0.802,0.197
1935-04-01,7.770999999999999,0.256,13.81,0.249,1.551,0.271
1935-05-01,10.906,0.277,16.880000000000006,0.258,4.755000000000001,0.31
1935-06-01,13.326,0.23,19.1,0.227,7.1930000000000005,0.247
1935-07-01,14.331,0.292,20.173,0.307,8.437999999999999,0.302
1935-08-01,13.775,0.332,19.657,0.303,7.830999999999999,0.327
1935-09-01,11.999,0.239,17.896,0.207,6.042000000000001,0.25
1935-10-01,9.516,0.198,15.379,0.174,3.7,0.235
1935-11-01,5.443,0.191,10.849,0.201,-0.23,0.246
1935-12-01,3.423,0.208,8.675,0.235,-2.09,0.282
1936-01-01,2.249,0.221,7.805999999999999,0.203,-3.53,0.237
1936-02-01,2.506,0.236,8.253,0.291,-3.458,0.251
1936-03-01,5.031000000000001,0.194,11.032,0.197,-1.154,0.218
1936-04-01,8.126999999999999,0.258,14.082,0.25,1.976,0.246
1936-05-01,11.251,0.279,17.076,0.28,5.23,0.305
1936-06-01,13.363,0.243,19.171,0.238,7.287999999999999,0.281
1936-07-01,14.629,0.299,20.443,0.281,8.704,0.293
1936-08-01,13.86,0.325,19.691,0.287,7.9289999999999985,0.317
1936-09-01,12.021,0.246,17.91,0.213,6.064,0.224
1936-10-01,9.457,0.22,15.316,0.21,3.658,0.233
1936-11-01,6.2330000000000005,0.188,11.814,0.203,0.407,0.215
1936-12-01,3.921,0.208,9.181,0.216,-1.4409999999999998,0.251
1937-01-01,2.4530000000000003,0.196,7.879,0.237,-3.216,0.259
1937-02-01,3.553,0.22,9.237,0.261,-2.387,0.216
1937-03-01,4.851,0.219,10.731,0.199,-1.413,0.237
1937-04-01,8.139999999999999,0.242,14.025,0.253,2.001,0.28
1937-05-01,11.422,0.288,17.358,0.267,5.1690000000000005,0.296
1937-06-01,13.603,0.236,19.558,0.229,7.4540000000000015,0.248
1937-07-01,14.375,0.298,20.154,0.271,8.41,0.283
1937-08-01,14.007,0.325,19.85,0.322,8.145,0.293
1937-09-01,12.412999999999998,0.247,18.377,0.24,6.419,0.22
1937-10-01,9.729,0.2,15.635,0.212,4.002,0.241
1937-11-01,6.356,0.199,11.913,0.219,0.612,0.221
1937-12-01,3.478,0.211,8.999,0.237,-2.196,0.284
1938-01-01,2.91,0.194,8.415999999999999,0.217,-2.5970000000000004,0.272
1938-02-01,3.417,0.225,9.138,0.258,-2.518,0.246
1938-03-01,5.651,0.192,11.616,0.173,-0.4310000000000001,0.208
1938-04-01,8.913,0.249,14.984000000000002,0.239,2.968,0.247
1938-05-01,11.456,0.297,17.429000000000002,0.283,5.4270000000000005,0.312
1938-06-01,13.321,0.238,18.989,0.219,7.417999999999999,0.258
1938-07-01,14.482,0.295,20.249,0.291,8.612,0.312
1938-08-01,13.963,0.325,19.85,0.306,8.097000000000001,0.33
1938-09-01,12.427,0.249,18.311,0.208,6.468,0.244
1938-10-01,9.784,0.194,15.734000000000002,0.165,3.984,0.247
1938-11-01,6.53,0.215,12.161,0.204,0.969,0.26
1938-12-01,3.51,0.213,8.922,0.248,-2.0010000000000003,0.289
1939-01-01,2.932,0.198,8.53,0.266,-2.7710000000000004,0.236
1939-02-01,3.232,0.201,9.048,0.225,-2.535,0.224
1939-03-01,4.926,0.196,10.836,0.187,-1.1,0.216
1939-04-01,8.328,0.252,14.44,0.234,2.271,0.252
1939-05-01,11.524,0.298,17.489,0.277,5.362,0.291
1939-06-01,13.531,0.256,19.47,0.238,7.510000000000002,0.266
1939-07-01,14.395,0.291,20.26,0.296,8.616999999999999,0.339
1939-08-01,13.932,0.324,19.807,0.304,8.011000000000001,0.3229999999999999
1939-09-01,11.957999999999998,0.247,17.922,0.203,5.907,0.261
1939-10-01,9.218,0.185,14.963,0.179,3.479,0.212
1939-11-01,6.189,0.194,11.742,0.209,0.5549999999999999,0.243
1939-12-01,4.959,0.206,10.629,0.254,-0.7380000000000001,0.263
1940-01-01,2.335,0.2,7.941999999999998,0.219,-3.35,0.256
1940-02-01,3.423,0.204,9.25,0.242,-2.488,0.243
1940-03-01,5.424,0.18,11.402,0.174,-0.622,0.198
1940-04-01,8.756,0.247,14.793,0.252,2.722,0.258
1940-05-01,11.338,0.296,17.273,0.269,5.202000000000001,0.328
1940-06-01,13.583,0.231,19.501,0.212,7.532,0.247
1940-07-01,14.571,0.295,20.408,0.27,8.51,0.302
1940-08-01,13.811,0.3229999999999999,19.662,0.29,7.9369999999999985,0.313
1940-09-01,12.268,0.234,18.186,0.212,6.377000000000001,0.23
1940-10-01,9.457,0.187,15.273,0.222,3.762,0.235
1940-11-01,6.0760000000000005,0.186,11.667,0.231,0.52,0.222
1940-12-01,4.134,0.19,9.592,0.226,-1.418,0.218
1941-01-01,2.7350000000000003,0.199,8.347999999999999,0.207,-3.01,0.214
1941-02-01,3.67,0.202,9.439,0.247,-2.234,0.226
1941-03-01,5.212999999999999,0.186,11.152,0.201,-0.901,0.209
1941-04-01,8.575,0.24,14.429,0.24,2.616,0.257
1941-05-01,11.493,0.282,17.259,0.261,5.582000000000002,0.298
1941-06-01,13.63,0.232,19.447,0.218,7.6960000000000015,0.255
1941-07-01,14.694,0.291,20.578000000000003,0.262,8.738999999999999,0.291
1941-08-01,14.028,0.322,19.853,0.294,8.133999999999999,0.33
1941-09-01,11.816,0.232,17.813000000000006,0.214,5.973,0.315
1941-10-01,9.71,0.175,15.504,0.18,3.988,0.252
1941-11-01,5.952999999999999,0.181,11.536,0.207,0.265,0.235
1941-12-01,3.707,0.192,9.076,0.23,-1.87,0.285
1942-01-01,3.103,0.221,8.715,0.212,-2.609,0.282
1942-02-01,2.857,0.204,8.544,0.249,-2.883,0.27
1942-03-01,5.308,0.186,11.264,0.188,-0.7709999999999999,0.22
1942-04-01,8.415999999999999,0.238,14.453,0.243,2.401,0.312
1942-05-01,11.338,0.281,17.195999999999998,0.277,5.3980000000000015,0.321
1942-06-01,13.578,0.22,19.417,0.229,7.721,0.296
1942-07-01,14.242,0.293,20.107,0.273,8.516,0.315
1942-08-01,13.786,0.318,19.603,0.309,8.042,0.317
1942-09-01,12.146,0.233,18.143,0.231,6.151,0.247
1942-10-01,9.627,0.186,15.452,0.199,3.864,0.229
1942-11-01,6.3950000000000005,0.184,12.149,0.198,0.6849999999999999,0.295
1942-12-01,3.945,0.19,9.368,0.256,-1.4740000000000002,0.235
1943-01-01,2.396,0.195,8.017000000000001,0.218,-3.2830000000000004,0.216
1943-02-01,3.513,0.199,9.468,0.226,-2.37,0.232
1943-03-01,5.138,0.184,11.123,0.195,-0.812,0.193
1943-04-01,8.638,0.243,14.654000000000002,0.218,2.719,0.253
1943-05-01,11.485,0.277,17.401,0.253,5.5230000000000015,0.315
1943-06-01,13.161,0.23,19.036,0.226,7.314,0.216
1943-07-01,14.46,0.3,20.394,0.266,8.503,0.32
1943-08-01,13.774,0.313,19.68,0.282,7.985999999999999,0.305
1943-09-01,12.095999999999998,0.227,18.029000000000003,0.22,6.325,0.213
1943-10-01,9.907,0.176,15.859000000000002,0.19,4.0680000000000005,0.205
1943-11-01,6.26,0.188,11.87,0.222,0.5920000000000001,0.229
1943-12-01,4.2330000000000005,0.187,9.705,0.195,-1.3259999999999998,0.245
1944-01-01,3.504,0.185,9.037,0.209,-1.9290000000000005,0.225
1944-02-01,3.591,0.222,9.407,0.206,-2.123,0.261
1944-03-01,5.531000000000001,0.205,11.517,0.174,-0.4,0.232
1944-04-01,8.434,0.243,14.577,0.22,2.337,0.252
1944-05-01,11.334,0.275,17.483,0.257,5.327999999999999,0.297
1944-06-01,13.478,0.222,19.508,0.249,7.491,0.228
1944-07-01,14.468,0.284,20.493,0.276,8.652000000000001,0.282
1944-08-01,14.017,0.308,20.108,0.282,8.075999999999999,0.3
1944-09-01,12.45,0.229,18.453000000000007,0.197,6.614,0.212
1944-10-01,9.808,0.17,15.732,0.17,4.032,0.208
1944-11-01,6.091,0.178,11.515,0.217,0.607,0.237
1944-12-01,3.434,0.181,8.895999999999997,0.268,-1.969,0.216
1945-01-01,2.525,0.186,8.126999999999999,0.184,-2.907,0.229
1945-02-01,2.6460000000000004,0.194,8.373,0.192,-3.044,0.25
1945-03-01,5.184,0.171,11.182,0.147,-0.898,0.244
1945-04-01,8.681000000000001,0.236,14.727,0.239,2.6010000000000004,0.278
1945-05-01,11.097,0.269,17.214000000000002,0.297,5.008,0.306
1945-06-01,13.328,0.231,19.407,0.225,7.366,0.22
1945-07-01,14.213,0.287,20.142,0.271,8.352,0.273
1945-08-01,14.313,0.317,20.189,0.284,8.412999999999998,0.313
1945-09-01,12.225,0.227,18.078000000000007,0.205,6.414,0.296
1945-10-01,9.575,0.171,15.458,0.165,3.83,0.271
1945-11-01,6.073,0.172,11.697,0.179,0.47,0.224
1945-12-01,3.158,0.183,8.671,0.19,-2.337,0.224
1946-01-01,2.979,0.188,8.484,0.188,-2.547,0.257
1946-02-01,3.4610000000000003,0.206,9.259,0.177,-2.389,0.232
1946-03-01,5.236000000000001,0.171,11.244000000000002,0.166,-0.8390000000000001,0.216
1946-04-01,8.837,0.223,14.909,0.228,2.7110000000000003,0.247
1946-05-01,11.355,0.273,17.275000000000002,0.246,5.323,0.309
1946-06-01,13.298,0.237,19.086,0.215,7.197,0.23
1946-07-01,14.409,0.289,20.265,0.274,8.427,0.281
1946-08-01,13.834,0.319,19.783,0.286,7.997999999999998,0.301
1946-09-01,12.064,0.233,17.921000000000006,0.202,6.263999999999999,0.235
1946-10-01,9.281,0.17,15.175,0.17,3.577,0.258
1946-11-01,6.235,0.179,11.863,0.193,0.5549999999999999,0.236
1946-12-01,3.134,0.181,8.514,0.233,-2.31,0.253
1947-01-01,2.597,0.184,8.109,0.194,-2.992,0.238
1947-02-01,3.277,0.191,9.045,0.192,-2.668,0.258
1947-03-01,5.801,0.183,11.8,0.194,-0.367,0.238
1947-04-01,8.686,0.227,14.734000000000002,0.236,2.738,0.25
1947-05-01,11.329,0.266,17.266000000000002,0.264,5.263000000000001,0.298
1947-06-01,13.459,0.216,19.361,0.206,7.452000000000001,0.209
1947-07-01,14.349,0.284,20.126,0.267,8.35,0.288
1947-08-01,13.827,0.305,19.541,0.278,8.001999999999999,0.295
1947-09-01,12.166,0.221,17.959000000000003,0.187,6.355,0.216
1947-10-01,10.011,0.1639999999999999,15.797,0.1639999999999999,4.313,0.201
1947-11-01,6.407,0.187,11.925999999999998,0.21,0.913,0.249
1947-12-01,3.656,0.177,9.086,0.22,-1.784,0.237
1948-01-01,3.366,0.18,9.136,0.186,-2.3520000000000003,0.193
1948-02-01,3.22,0.198,9.034,0.212,-2.613,0.231
1948-03-01,4.9190000000000005,0.161,10.852,0.222,-1.039,0.196
1948-04-01,8.498999999999999,0.215,14.384,0.239,2.617,0.261
1948-05-01,11.537,0.257,17.592000000000002,0.266,5.5150000000000015,0.289
1948-06-01,13.664,0.214,19.614,0.217,7.585,0.212
1948-07-01,14.445,0.276,20.334,0.28,8.625,0.281
1948-08-01,13.896,0.298,19.87,0.298,7.964999999999999,0.295
1948-09-01,12.155,0.22,18.217,0.216,6.209,0.226
1948-10-01,9.584,0.1669999999999999,15.52,0.17,3.812,0.207
1948-11-01,6.1850000000000005,0.162,11.853,0.251,0.691,0.249
1948-12-01,3.491,0.1669999999999999,8.981,0.242,-2.03,0.211
1949-01-01,3.2190000000000003,0.17,8.837,0.175,-2.4280000000000004,0.213
1949-02-01,2.759,0.185,8.517999999999999,0.191,-3.003,0.262
1949-03-01,5.077,0.177,10.981,0.153,-0.773,0.215
1949-04-01,8.344,0.226,14.41,0.222,2.364,0.266
1949-05-01,11.309,0.255,17.195999999999998,0.261,5.444000000000001,0.282
1949-06-01,13.223,0.209,19.064,0.256,7.388999999999999,0.224
1949-07-01,14.199000000000002,0.27,20.128,0.286,8.297,0.284
1949-08-01,13.826,0.295,19.77,0.296,8.004,0.29
1949-09-01,11.957,0.212,17.969,0.205,6.0520000000000005,0.21
1949-10-01,9.531,0.158,15.439,0.187,3.719,0.199
1949-11-01,6.148,0.1639999999999999,11.821,0.207,0.453,0.224
1949-12-01,3.449,0.178,8.843,0.209,-1.892,0.237
1950-01-01,2.008,0.173,7.611000000000001,0.207,-3.622,0.236
1950-02-01,2.721,0.182,8.475,0.209,-3.013,0.217
1950-03-01,5.247000000000001,0.15,11.173,0.158,-0.6930000000000001,0.2
1950-04-01,8.123,0.192,14.157,0.216,2.043,0.28
1950-05-01,11.297,0.217,17.252000000000002,0.259,5.421,0.286
1950-06-01,13.382,0.196,19.29,0.232,7.501,0.224
1950-07-01,14.14,0.239,19.882,0.275,8.417,0.291
1950-08-01,13.46,0.228,19.39,0.267,7.728999999999999,0.26
1950-09-01,11.952,0.204,17.737000000000005,0.209,6.205,0.215
1950-10-01,9.153,0.1639999999999999,14.918,0.159,3.452,0.193
1950-11-01,5.372000000000001,0.139,11.077,0.186,-0.4259999999999999,0.19
1950-12-01,3.528,0.152,9.123,0.205,-2.071,0.201
1951-01-01,2.138,0.132,7.77,0.179,-3.5210000000000004,0.179
1951-02-01,2.332,0.149,8.163,0.229,-3.661,0.155
1951-03-01,5.091,0.141,11.074000000000002,0.159,-1.0870000000000002,0.173
1951-04-01,8.366999999999999,0.175,14.538,0.184,2.191,0.208
1951-05-01,11.438,0.23,17.371000000000002,0.24,5.376,0.262
1951-06-01,13.25,0.238,19.16,0.214,7.312,0.192
1951-07-01,14.324000000000002,0.24,20.225,0.232,8.416,0.252
1951-08-01,14.021,0.251,19.81,0.28,8.033,0.3
1951-09-01,12.324000000000002,0.216,18.362,0.197,6.4270000000000005,0.219
1951-10-01,9.67,0.123,15.149,0.125,4.047,0.161
1951-11-01,6.2250000000000005,0.161,11.752,0.186,0.457,0.17
1951-12-01,4.327999999999999,0.154,9.788,0.201,-1.162,0.21
1952-01-01,3.049,0.144,8.655999999999999,0.174,-2.579,0.193
1952-02-01,3.3960000000000004,0.18,9.113,0.196,-2.4250000000000003,0.199
1952-03-01,4.9670000000000005,0.168,10.96,0.178,-1.193,0.194
1952-04-01,8.461,0.225,14.565,0.225,2.445,0.232
1952-05-01,11.352,0.264,17.289,0.254,5.394,0.274
1952-06-01,13.442,0.218,19.426,0.242,7.626,0.219
1952-07-01,14.549,0.276,20.416,0.259,8.754,0.282
1952-08-01,13.964,0.302,19.753,0.28,8.161,0.296
1952-09-01,12.238,0.22,18.109,0.202,6.379,0.213
1952-10-01,9.157,0.166,15.032,0.165,3.294,0.19
1952-11-01,5.425,0.168,11.017,0.182,-0.164,0.184
1952-12-01,3.659,0.174,9.215,0.19,-1.85,0.193
1953-01-01,2.964,0.166,8.540999999999999,0.186,-2.629,0.201
1953-02-01,3.629,0.187,9.51,0.19,-2.1820000000000004,0.189
1953-03-01,5.712000000000001,0.161,11.677,0.1639999999999999,-0.22,0.183
1953-04-01,8.892000000000001,0.228,14.813,0.212,2.9130000000000003,0.254
1953-05-01,11.514,0.264,17.358,0.252,5.53,0.287
1953-06-01,13.612,0.216,19.461,0.204,7.749,0.202
1953-07-01,14.392,0.284,20.254,0.261,8.565,0.274
1953-08-01,14.059,0.305,19.803,0.274,8.25,0.28
1953-09-01,12.199000000000002,0.223,18.145000000000003,0.188,6.287999999999999,0.215
1953-10-01,9.59,0.161,15.367,0.151,3.908,0.197
1953-11-01,5.924,0.168,11.376,0.1639999999999999,0.419,0.21
1953-12-01,3.998,0.182,9.366,0.183,-1.2990000000000002,0.214
1954-01-01,2.059,0.148,7.672999999999999,0.179,-3.5810000000000004,0.201
1954-02-01,3.084,0.182,8.863,0.195,-2.6740000000000004,0.196
1954-03-01,5.148,0.18,11.148,0.1369999999999999,-0.865,0.201
1954-04-01,8.158,0.218,13.973,0.222,2.424,0.195
1954-05-01,10.988,0.217,16.784000000000002,0.209,5.1960000000000015,0.219
1954-06-01,13.4,0.187,19.213,0.226,7.62,0.177
1954-07-01,14.241,0.228,20.015,0.223,8.543,0.221
1954-08-01,13.868,0.248,19.588,0.214,8.184,0.23
1954-09-01,12.098,0.204,17.852,0.226,6.367999999999999,0.176
1954-10-01,9.546,0.144,15.26,0.14,3.902,0.153
1954-11-01,6.579,0.143,12.155,0.14,1.046,0.156
1954-12-01,3.559,0.147,8.915,0.185,-1.773,0.176
1955-01-01,3.412,0.152,8.914,0.135,-2.028,0.146
1955-02-01,3.137,0.141,8.966000000000001,0.153,-2.71,0.176
1955-03-01,4.585,0.121,10.377,0.139,-1.4269999999999998,0.144
1955-04-01,8.136000000000001,0.16,13.914,0.2,2.2230000000000003,0.179
1955-05-01,11.191999999999998,0.209,17.110000000000007,0.226,5.504,0.218
1955-06-01,13.56,0.148,19.218,0.184,7.735,0.165
1955-07-01,14.242,0.177,19.959,0.213,8.579,0.224
1955-08-01,14.283,0.216,19.857,0.25,8.302999999999999,0.242
1955-09-01,11.954,0.162,17.859,0.15,6.405,0.179
1955-10-01,9.735,0.107,15.446,0.1369999999999999,3.923,0.187
1955-11-01,5.973,0.135,11.527,0.184,0.0839999999999999,0.208
1955-12-01,3.306,0.115,8.802,0.184,-2.254,0.186
1956-01-01,2.466,0.099,7.909,0.171,-3.055,0.179
1956-02-01,2.781,0.168,8.555,0.181,-3.131,0.212
1956-03-01,4.888999999999999,0.109,10.836,0.108,-1.028,0.155
1956-04-01,7.922000000000001,0.144,13.848,0.165,2.043,0.219
1956-05-01,10.720999999999998,0.195,16.734,0.202,5.083,0.236
1956-06-01,13.16,0.089,18.939,0.204,7.309,0.194
1956-07-01,14.18,0.093,19.952,0.115,8.603,0.127
1956-08-01,13.189,0.0819999999999999,18.967,0.116,7.512999999999999,0.226
1956-09-01,11.783,0.135,17.500999999999998,0.171,5.872000000000001,0.217
1956-10-01,8.927999999999997,0.093,14.667,0.153,3.173,0.182
1956-11-01,5.738,0.134,11.414,0.196,0.134,0.266
1956-12-01,3.5980000000000003,0.109,8.962,0.16,-1.775,0.229
1957-01-01,2.488,0.1,8.004999999999999,0.13,-2.97,0.106
1957-02-01,3.12,0.108,8.708,0.116,-2.51,0.23
1957-03-01,5.0360000000000005,0.085,10.986,0.099,-0.916,0.189
1957-04-01,8.366,0.187,14.094,0.09,2.426,0.265
1957-05-01,11.259,0.138,17.054000000000002,0.0819999999999999,5.4300000000000015,0.208
1957-06-01,13.783,0.193,19.473,0.162,7.811,0.152
1957-07-01,14.129,0.204,19.828,0.098,8.382,0.072
1957-08-01,14.082,0.252,19.792,0.212,8.263,0.19
1957-09-01,12.312,0.301,18.065,0.115,6.407,0.104
1957-10-01,9.496,0.1369999999999999,15.049,0.127,3.801,0.151
